icd_code	icd_version	long_title
4474	9	Celiac artery compression syndrome
4475	9	Necrosis of artery
4476	9	Arteritis, unspecified
44770	9	Aortic ectasia, unspecified site
44771	9	Thoracic aortic ectasia
44772	9	Abdominal aortic ectasia
44773	9	Thoracoabdominal aortic ectasia
4478	9	Other specified disorders of arteries and arterioles
4479	9	Unspecified disorders of arteries and arterioles
4480	9	Hereditary hemorrhagic telangiectasia
4481	9	Nevus, non-neoplastic
4489	9	Other and unspecified capillary diseases
449	9	Septic arterial embolism
4510	9	Phlebitis and thrombophlebitis of superficial vessels of lower extremities
45111	9	Phlebitis and thrombophlebitis of femoral vein (deep) (superficial)
45119	9	Phlebitis and thrombophlebitis of deep veins of lower extremities, other
4512	9	Phlebitis and thrombophlebitis of lower extremities, unspecified
45181	9	Phlebitis and thrombophlebitis of iliac vein
45182	9	Phlebitis and thrombophlebitis of superficial veins of upper extremities
45183	9	Phlebitis and thrombophlebitis of deep veins of upper extremities
45184	9	Phlebitis and thrombophlebitis of upper extremities, unspecified
45189	9	Phlebitis and thrombophlebitis of other sites
4519	9	Phlebitis and thrombophlebitis of unspecified site
452	9	Portal vein thrombosis
4530	9	Budd-chiari syndrome
4531	9	Thrombophlebitis migrans
4532	9	Other venous embolism and thrombosis of inferior vena cava
4533	9	Other venous embolism and thrombosis of renal vein
45340	9	Acute venous embolism and thrombosis of unspecified deep vessels of lower extremity
45341	9	Acute venous embolism and thrombosis of deep vessels of proximal lower extremity
45342	9	Acute venous embolism and thrombosis of deep vessels of distal lower extremity
45350	9	Chronic venous embolism and thrombosis of unspecified deep vessels of lower extremity
45351	9	Chronic venous embolism and thrombosis of deep vessels of proximal lower extremity
45352	9	Chronic venous embolism and thrombosis of deep vessels of distal lower extremity
4536	9	Venous embolism and thrombosis of superficial vessels of lower extremity
45371	9	Chronic venous embolism and thrombosis of superficial veins of upper extremity
45372	9	Chronic venous embolism and thrombosis of deep veins of upper extremity
45373	9	Chronic venous embolism and thrombosis of upper extremity, unspecified
45374	9	Chronic venous embolism and thrombosis of axillary veins
45375	9	Chronic venous embolism and thrombosis of subclavian veins
45376	9	Chronic venous embolism and thrombosis of internal jugular veins
45377	9	Chronic venous embolism and thrombosis of other thoracic veins
45379	9	Chronic venous embolism and thrombosis of other specified veins
45381	9	Acute venous embolism and thrombosis of superficial veins of upper extremity
45382	9	Acute venous embolism and thrombosis of deep veins of upper extremity
45383	9	Acute venous embolism and thrombosis of upper extremity, unspecified
45384	9	Acute venous embolism and thrombosis of axillary veins
45385	9	Acute venous embolism and thrombosis of subclavian veins
45386	9	Acute venous embolism and thrombosis of internal jugular veins
45387	9	Acute venous embolism and thrombosis of other thoracic veins
45389	9	Acute venous embolism and thrombosis of other specified veins
4539	9	Other venous embolism and thrombosis of unspecified site
4540	9	Varicose veins of lower extremities with ulcer
4541	9	Varicose veins of lower extremities with inflammation
4542	9	Varicose veins of lower extremities with ulcer and inflammation
4548	9	Varicose veins of lower extremities with other complications
4549	9	Asymptomatic varicose veins
4550	9	Internal hemorrhoids without mention of complication
4551	9	Internal thrombosed hemorrhoids
4552	9	Internal hemorrhoids with other complication
4553	9	External hemorrhoids without mention of complication
4554	9	External thrombosed hemorrhoids
4555	9	External hemorrhoids with other complication
4556	9	Unspecified hemorrhoids without mention of complication
4557	9	Unspecified thrombosed hemorrhoids
4558	9	Unspecified hemorrhoids with other complication
4559	9	Residual hemorrhoidal skin tags
4560	9	Esophageal varices with bleeding
4561	9	Esophageal varices without mention of bleeding
45620	9	Esophageal varices in diseases classified elsewhere, with bleeding
45621	9	Esophageal varices in diseases classified elsewhere, without mention of bleeding
4564	9	Scrotal varices
4565	9	Pelvic varices
4566	9	Vulval varices
4568	9	Varices of other sites
4570	9	Postmastectomy lymphedema syndrome
4571	9	Other lymphedema
4572	9	Lymphangitis
4578	9	Other noninfectious disorders of lymphatic channels
4580	9	Orthostatic hypotension
4581	9	Chronic hypotension
45821	9	Hypotension of hemodialysis
45829	9	Other iatrogenic hypotension
4588	9	Other specified hypotension
4589	9	Hypotension, unspecified
4590	9	Hemorrhage, unspecified
45910	9	Postphlebetic syndrome without complications
45912	9	Postphlebetic syndrome with inflammation
45913	9	Postphlebetic syndrome with ulcer and inflammation
45919	9	Postphlebetic syndrome with other complication
4592	9	Compression of vein
45930	9	Chronic venous hypertension without complications
45931	9	Chronic venous hypertension with ulcer
45939	9	Chronic venous hypertension with other complication
45981	9	Venous (peripheral) insufficiency, unspecified
45989	9	Other specified disorders of circulatory system
4599	9	Unspecified circulatory system disorder
460	9	Acute nasopharyngitis [common cold]
4610	9	Acute maxillary sinusitis
4611	9	Acute frontal sinusitis
4612	9	Acute ethmoidal sinusitis
4613	9	Acute sphenoidal sinusitis
4618	9	Other acute sinusitis
4619	9	Acute sinusitis, unspecified
462	9	Acute pharyngitis
463	9	Acute tonsillitis
46400	9	Acute laryngitis without mention of obstruction
46410	9	Acute tracheitis without mention of obstruction
46411	9	Acute tracheitis with obstruction
46421	9	Acute laryngotracheitis with obstruction
46430	9	Acute epiglottitis without mention of obstruction
46431	9	Acute epiglottitis with obstruction
46450	9	Supraglottitis unspecified, without obstruction
46451	9	Supraglottitis unspecified, with obstruction
4650	9	Acute laryngopharyngitis
4658	9	Acute upper respiratory infections of other multiple sites
4659	9	Acute upper respiratory infections of unspecified site
4660	9	Acute bronchitis
46611	9	Acute bronchiolitis due to respiratory syncytial virus (RSV)
46619	9	Acute bronchiolitis due to other infectious organisms
470	9	Deviated nasal septum
4710	9	Polyp of nasal cavity
4711	9	Polypoid sinus degeneration
4718	9	Other polyp of sinus
4719	9	Unspecified nasal polyp
4720	9	Chronic rhinitis
4721	9	Chronic pharyngitis
4722	9	Chronic nasopharyngitis
4730	9	Chronic maxillary sinusitis
4731	9	Chronic frontal sinusitis
4732	9	Chronic ethmoidal sinusitis
4733	9	Chronic sphenoidal sinusitis
4738	9	Other chronic sinusitis
4739	9	Unspecified sinusitis (chronic)
47400	9	Chronic tonsillitis
47402	9	Chronic tonsillitis and adenoiditis
47410	9	Hypertrophy of tonsil with adenoids
47411	9	Hypertrophy of tonsils alone
47412	9	Hypertrophy of adenoids alone
4748	9	Other chronic disease of tonsils and adenoids
4749	9	Unspecified chronic disease of tonsils and adenoids
475	9	Peritonsillar abscess
4760	9	Chronic laryngitis
4770	9	Allergic rhinitis due to pollen
4772	9	Allergic rhinitis due to animal (cat) (dog) hair and dander
4778	9	Allergic rhinitis due to other allergen
4779	9	Allergic rhinitis, cause unspecified
4780	9	Hypertrophy of nasal turbinates
47811	9	Nasal mucositis (ulcerative)
47819	9	Other disease of nasal cavity and sinuses
47820	9	Unspecified disease of pharynx
47821	9	Cellulitis of pharynx or nasopharynx
47822	9	Parapharyngeal abscess
47824	9	Retropharyngeal abscess
47825	9	Edema of pharynx or nasopharynx
47826	9	Cyst of pharynx or nasopharynx
47829	9	Other diseases of pharynx, not elsewhere classified
47830	9	Paralysis of vocal cords or larynx, unspecified
47831	9	Unilateral paralysis of vocal cords or larynx, partial
47832	9	Unilateral paralysis of vocal cords or larynx, complete
47833	9	Bilateral paralysis of vocal cords or larynx, partial
47834	9	Bilateral paralysis of vocal cords or larynx, complete
4784	9	Polyp of vocal cord or larynx
4785	9	Other diseases of vocal cords
4786	9	Edema of larynx
47870	9	Unspecified disease of larynx
47871	9	Cellulitis and perichondritis of larynx
47874	9	Stenosis of larynx
47875	9	Laryngeal spasm
47879	9	Other diseases of larynx, not elsewhere classified
4788	9	Upper respiratory tract hypersensitivity reaction, site unspecified
4789	9	Other and unspecified diseases of upper respiratory tract
4800	9	Pneumonia due to adenovirus
4801	9	Pneumonia due to respiratory syncytial virus
4802	9	Pneumonia due to parainfluenza virus
4808	9	Pneumonia due to other virus not elsewhere classified
4809	9	Viral pneumonia, unspecified
481	9	Pneumococcal pneumonia [Streptococcus pneumoniae pneumonia]
4820	9	Pneumonia due to Klebsiella pneumoniae
4821	9	Pneumonia due to Pseudomonas
4822	9	Pneumonia due to Hemophilus influenzae [H. influenzae]
48230	9	Pneumonia due to Streptococcus, unspecified
48231	9	Pneumonia due to Streptococcus, group A
48232	9	Pneumonia due to Streptococcus, group B
48239	9	Pneumonia due to other Streptococcus
48240	9	Pneumonia due to Staphylococcus, unspecified
48241	9	Methicillin susceptible pneumonia due to Staphylococcus aureus
48242	9	Methicillin resistant pneumonia due to Staphylococcus aureus
48249	9	Other Staphylococcus pneumonia
48281	9	Pneumonia due to anaerobes
48282	9	Pneumonia due to escherichia coli [E. coli]
48283	9	Pneumonia due to other gram-negative bacteria
48284	9	Pneumonia due to Legionnaires' disease
48289	9	Pneumonia due to other specified bacteria
4829	9	Bacterial pneumonia, unspecified
4830	9	Pneumonia due to mycoplasma pneumoniae
4838	9	Pneumonia due to other specified organism
4841	9	Pneumonia in cytomegalic inclusion disease
4843	9	Pneumonia in whooping cough
4846	9	Pneumonia in aspergillosis
4847	9	Pneumonia in other systemic mycoses
4848	9	Pneumonia in other infectious diseases classified elsewhere
485	9	Bronchopneumonia, organism unspecified
486	9	Pneumonia, organism unspecified
4870	9	Influenza with pneumonia
4871	9	Influenza with other respiratory manifestations
4878	9	Influenza with other manifestations
48801	9	Influenza due to identified avian influenza virus with pneumonia
48802	9	Influenza due to identified avian influenza virus with other respiratory manifestations
48809	9	Influenza due to identified avian influenza virus with other manifestations
48811	9	Influenza due to identified 2009 H1N1 influenza virus with pneumonia
48881	9	Influenza due to identified novel influenza A virus with pneumonia
48882	9	Influenza due to identified novel influenza A virus with other respiratory manifestations
48889	9	Influenza due to identified novel influenza A virus with other manifestations
490	9	Bronchitis, not specified as acute or chronic
4910	9	Simple chronic bronchitis
4911	9	Mucopurulent chronic bronchitis
49120	9	Obstructive chronic bronchitis without exacerbation
49121	9	Obstructive chronic bronchitis with (acute) exacerbation
49122	9	Obstructive chronic bronchitis with acute bronchitis
4918	9	Other chronic bronchitis
4919	9	Unspecified chronic bronchitis
4920	9	Emphysematous bleb
4928	9	Other emphysema
49300	9	Extrinsic asthma, unspecified
49301	9	Extrinsic asthma with status asthmaticus
49302	9	Extrinsic asthma with (acute) exacerbation
49310	9	Intrinsic asthma, unspecified
49312	9	Intrinsic asthma with (acute) exacerbation
49320	9	Chronic obstructive asthma, unspecified
49321	9	Chronic obstructive asthma with status asthmaticus
49322	9	Chronic obstructive asthma with (acute) exacerbation
49381	9	Exercise induced bronchospasm
49382	9	Cough variant asthma
49390	9	Asthma, unspecified type, unspecified
49391	9	Asthma, unspecified type, with status asthmaticus
49392	9	Asthma, unspecified type, with (acute) exacerbation
4940	9	Bronchiectasis without acute exacerbation
4941	9	Bronchiectasis with acute exacerbation
4952	9	Bird-fanciers' lung
4958	9	Other specified allergic alveolitis and pneumonitis
4959	9	Unspecified allergic alveolitis and pneumonitis
496	9	Chronic airway obstruction, not elsewhere classified
500	9	Coal workers' pneumoconiosis
501	9	Asbestosis
502	9	Pneumoconiosis due to other silica or silicates
5060	9	Bronchitis and pneumonitis due to fumes and vapors
5069	9	Unspecified respiratory conditions due to fumes and vapors
5070	9	Pneumonitis due to inhalation of food or vomitus
5071	9	Pneumonitis due to inhalation of oils and essences
5078	9	Pneumonitis due to other solids and liquids
5080	9	Acute pulmonary manifestations due to radiation
5081	9	Chronic and other pulmonary manifestations due to radiation
5082	9	Respiratory conditions due to smoke inhalation
5088	9	Respiratory conditions due to other specified external agents
5100	9	Empyema with fistula
5109	9	Empyema without mention of fistula
5110	9	Pleurisy without mention of effusion or current tuberculosis
5111	9	Pleurisy with effusion, with mention of a bacterial cause other than tuberculosis
51181	9	Malignant pleural effusion
51189	9	Other specified forms of effusion, except tuberculous
5119	9	Unspecified pleural effusion
5120	9	Spontaneous tension pneumothorax
5121	9	Iatrogenic pneumothorax
5122	9	Postoperative air leak
51281	9	Primary spontaneous pneumothorax
51282	9	Secondary spontaneous pneumothorax
51283	9	Chronic pneumothorax
51284	9	Other air leak
51289	9	Other pneumothorax
5130	9	Abscess of lung
5131	9	Abscess of mediastinum
514	9	Pulmonary congestion and hypostasis
515	9	Postinflammatory pulmonary fibrosis
5160	9	Pulmonary alveolar proteinosis
5161	9	Idiopathic pulmonary hemosiderosis
5162	9	Pulmonary alveolar microlithiasis
51631	9	Idiopathic pulmonary fibrosis
51632	9	Idiopathic non-specific interstitial pneumonitis
51633	9	Acute interstitial pneumonitis
51634	9	Respiratory bronchiolitis interstitial lung disease
51635	9	Idiopathic lymphoid interstitial pneumonia
51636	9	Cryptogenic organizing pneumonia
51637	9	Desquamative interstitial pneumonia
5164	9	Lymphangioleiomyomatosis
5165	9	Adult pulmonary Langerhans cell histiocytosis
5168	9	Other specified alveolar and parietoalveolar pneumonopathies
5172	9	Lung involvement in systemic sclerosis
5173	9	Acute chest syndrome
5178	9	Lung involvement in other diseases classified elsewhere
5180	9	Pulmonary collapse
5181	9	Interstitial emphysema
5183	9	Pulmonary eosinophilia
5184	9	Acute edema of lung, unspecified
51851	9	Acute respiratory failure following trauma and surgery
51852	9	Other pulmonary insufficiency, not elsewhere classified, following trauma and surgery
51853	9	Acute and chronic respiratory failure following trauma and surgery
5186	9	Allergic bronchopulmonary aspergillosis
5187	9	Transfusion related acute lung injury (TRALI)
51881	9	Acute respiratory failure
51882	9	Other pulmonary insufficiency, not elsewhere classified
51883	9	Chronic respiratory failure
51884	9	Acute and chronic respiratory failure
51889	9	Other diseases of lung, not elsewhere classified
51901	9	Infection of tracheostomy
51902	9	Mechanical complication of tracheostomy
51909	9	Other tracheostomy complications
51911	9	Acute bronchospasm
51919	9	Other diseases of trachea and bronchus
5192	9	Mediastinitis
5193	9	Other diseases of mediastinum, not elsewhere classified
5194	9	Disorders of diaphragm
5198	9	Other diseases of respiratory system, not elsewhere classified
5199	9	Unspecified disease of respiratory system
5200	9	Anodontia
5206	9	Disturbances in tooth eruption
5207	9	Teething syndrome
5209	9	Unspecified disorder of tooth development and eruption
52100	9	Dental caries, unspecified
52103	9	Dental caries extending into pulp
52108	9	Dental caries of root surface
52109	9	Other dental caries
52110	9	Excessive attrition, unspecified
52181	9	Cracked tooth
52189	9	Other specific diseases of hard tissues of teeth
5221	9	Necrosis of the pulp
5224	9	Acute apical periodontitis of pulpal origin
5225	9	Periapical abscess without sinus
5226	9	Chronic apical periodontitis
5227	9	Periapical abscess with sinus
5228	9	Radicular cyst
5229	9	Other and unspecified diseases of pulp and periapical tissues
52300	9	Acute gingivitis, plaque induced
52301	9	Acute gingivitis, non-plaque induced
52310	9	Chronic gingivitis, plaque induced
52330	9	Aggressive periodontitis, unspecified
52331	9	Aggressive periodontitis, localized
52333	9	Acute periodontitis
52340	9	Chronic periodontitis, unspecified
52342	9	Chronic periodontitis, generalized
5235	9	Periodontosis
5238	9	Other specified periodontal diseases
5239	9	Unspecified gingival and periodontal disease
52400	9	Major anomalies of jaw size, unspecified anomaly
52404	9	Major anomalies of jaw size, mandibular hypoplasia
52430	9	Unspecified anomaly of tooth position
52434	9	Vertical displacement of teeth
5244	9	Malocclusion, unspecified
52460	9	Temporomandibular joint disorders, unspecified
52462	9	Temporomandibular joint disorders, arthralgia of temporomandibular joint
52463	9	Temporomandibular joint disorders, articular disc disorder (reducing or non-reducing)
52469	9	Other specified temporomandibular joint disorders
52489	9	Other specified dentofacial anomalies
5249	9	Unspecified dentofacial anomalies
52510	9	Acquired absence of teeth, unspecified
52511	9	Loss of teeth due to trauma
52519	9	Other loss of teeth
52520	9	Unspecified atrophy of edentulous alveolar ridge
5253	9	Retained dental root
52540	9	Complete edentulism, unspecified
52550	9	Partial edentulism, unspecified
52563	9	Fractured dental restorative material without loss of material
52571	9	Osseointegration failure of dental implant
52579	9	Other endosseous dental implant failure
5258	9	Other specified disorders of the teeth and supporting structures
5259	9	Unspecified disorder of the teeth and supporting structures
5260	9	Developmental odontogenic cysts
5262	9	Other cysts of jaws
5264	9	Inflammatory conditions of jaw
5265	9	Alveolitis of jaw
52681	9	Exostosis of jaw
52689	9	Other specified diseases of the jaws
5269	9	Unspecified disease of the jaws
5270	9	Atrophy of salivary gland
5271	9	Hypertrophy of salivary gland
5272	9	Sialoadenitis
5273	9	Abscess of salivary gland
5275	9	Sialolithiasis
5276	9	Mucocele of salivary gland
5277	9	Disturbance of salivary secretion
5278	9	Other specified diseases of the salivary glands
5279	9	Unspecified disease of the salivary glands
52800	9	Stomatitis and mucositis, unspecified
52801	9	Mucositis (ulcerative) due to antineoplastic therapy
52802	9	Mucositis (ulcerative) due to other drugs
52809	9	Other stomatitis and mucositis (ulcerative)
5282	9	Oral aphthae
5283	9	Cellulitis and abscess of oral soft tissues
5284	9	Cysts of oral soft tissues
5285	9	Diseases of lips
5286	9	Leukoplakia of oral mucosa, including tongue
52879	9	Other disturbances of oral epithelium, including tongue
5288	9	Oral submucosal fibrosis, including of tongue
5289	9	Other and unspecified diseases of the oral soft tissues
5290	9	Glossitis
5291	9	Geographic tongue
5293	9	Hypertrophy of tongue papillae
5295	9	Plicated tongue
5296	9	Glossodynia
5298	9	Other specified conditions of the tongue
5299	9	Unspecified condition of the tongue
5300	9	Achalasia and cardiospasm
53010	9	Esophagitis, unspecified
53011	9	Reflux esophagitis
53012	9	Acute esophagitis
53013	9	Eosinophilic esophagitis
53019	9	Other esophagitis
53020	9	Ulcer of esophagus without bleeding
53021	9	Ulcer of esophagus with bleeding
5303	9	Stricture and stenosis of esophagus
5304	9	Perforation of esophagus
5305	9	Dyskinesia of esophagus
5306	9	Diverticulum of esophagus, acquired
5307	9	Gastroesophageal laceration-hemorrhage syndrome
53081	9	Esophageal reflux
53082	9	Esophageal hemorrhage
53084	9	Tracheoesophageal fistula
53085	9	Barrett's esophagus
53087	9	Mechanical complication of esophagostomy
53089	9	Other specified disorders of esophagus
5309	9	Unspecified disorder of esophagus
53100	9	Acute gastric ulcer with hemorrhage, without mention of obstruction
53101	9	Acute gastric ulcer with hemorrhage, with obstruction
53110	9	Acute gastric ulcer with perforation, without mention of obstruction
53130	9	Acute gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction
53140	9	Chronic or unspecified gastric ulcer with hemorrhage, without mention of obstruction
53141	9	Chronic or unspecified gastric ulcer with hemorrhage, with obstruction
53150	9	Chronic or unspecified gastric ulcer with perforation, without mention of obstruction
53151	9	Chronic or unspecified gastric ulcer with perforation, with obstruction
53160	9	Chronic or unspecified gastric ulcer with hemorrhage and perforation, without mention of obstruction
53161	9	Chronic or unspecified gastric ulcer with hemorrhage and perforation, with obstruction
53170	9	Chronic gastric ulcer without mention of hemorrhage or perforation, without mention of obstruction
53171	9	Chronic gastric ulcer without mention of hemorrhage or perforation, with obstruction
53190	9	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction
53191	9	Gastric ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction
53200	9	Acute duodenal ulcer with hemorrhage, without mention of obstruction
53210	9	Acute duodenal ulcer with perforation, without mention of obstruction
53211	9	Acute duodenal ulcer with perforation, with obstruction
53220	9	Acute duodenal ulcer with hemorrhage and perforation, without mention of obstruction
53230	9	Acute duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction
53231	9	Acute duodenal ulcer without mention of hemorrhage or perforation, with obstruction
53240	9	Chronic or unspecified duodenal ulcer with hemorrhage, without mention of obstruction
53241	9	Chronic or unspecified duodenal ulcer with hemorrhage, with obstruction
53250	9	Chronic or unspecified duodenal ulcer with perforation, without mention of obstruction
53251	9	Chronic or unspecified duodenal ulcer with perforation, with obstruction
53260	9	Chronic or unspecified duodenal ulcer with hemorrhage and perforation, without mention of obstruction
53261	9	Chronic or unspecified duodenal ulcer with hemorrhage and perforation, with obstruction
53270	9	Chronic duodenal ulcer without mention of hemorrhage or perforation, without mention of obstruction
53271	9	Chronic duodenal ulcer without mention of hemorrhage or perforation, with obstruction
53290	9	Duodenal ulcer, unspecified as acute or chronic, without hemorrhage or perforation, without mention of obstruction
53291	9	Duodenal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction
53300	9	Acute peptic ulcer of unspecified site with hemorrhage, without mention of obstruction
5856	9	End stage renal disease
53310	9	Acute peptic ulcer of unspecified site with perforation, without mention of obstruction
53311	9	Acute peptic ulcer of unspecified site with perforation, with obstruction
53340	9	Chronic or unspecified peptic ulcer of unspecified site with hemorrhage, without mention of obstruction
53350	9	Chronic or unspecified peptic ulcer of unspecified site with perforation, without mention of obstruction
53370	9	Chronic peptic ulcer of unspecified site without mention of hemorrhage or perforation, without mention of obstruction
53390	9	Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction
53391	9	Peptic ulcer of unspecified site, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction
53400	9	Acute gastrojejunal ulcer with hemorrhage, without mention of obstruction
53410	9	Acute gastrojejunal ulcer with perforation, without mention of obstruction
53430	9	Acute gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction
53431	9	Acute gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction
53440	9	Chronic or unspecified gastrojejunal ulcer with hemorrhage, without mention of obstruction
53441	9	Chronic or unspecified gastrojejunal ulcer, with hemorrhage, with obstruction
53450	9	Chronic or unspecified gastrojejunal ulcer with perforation, without mention of obstruction
53460	9	Chronic or unspecified gastrojejunal ulcer with hemorrhage and perforation, without mention of obstruction
53470	9	Chronic gastrojejunal ulcer without mention of hemorrhage or perforation, without mention of obstruction
53471	9	Chronic gastrojejunal ulcer without mention of hemorrhage or perforation, with obstruction
53490	9	Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, without mention of obstruction
53491	9	Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction
53500	9	Acute gastritis, without mention of hemorrhage
53501	9	Acute gastritis, with hemorrhage
53510	9	Atrophic gastritis, without mention of hemorrhage
53511	9	Atrophic gastritis, with hemorrhage
53520	9	Gastric mucosal hypertrophy, without mention of hemorrhage
53530	9	Alcoholic gastritis, without mention of hemorrhage
53531	9	Alcoholic gastritis, with hemorrhage
53540	9	Other specified gastritis, without mention of hemorrhage
53541	9	Other specified gastritis, with hemorrhage
53550	9	Unspecified gastritis and gastroduodenitis, without mention of hemorrhage
53551	9	Unspecified gastritis and gastroduodenitis, with hemorrhage
53560	9	Duodenitis, without mention of hemorrhage
53561	9	Duodenitis, with hemorrhage
53570	9	Eosinophilic gastritis, without mention of hemorrhage
5360	9	Achlorhydria
5361	9	Acute dilatation of stomach
5362	9	Persistent vomiting
5363	9	Gastroparesis
53640	9	Gastrostomy complication, unspecified
53641	9	Infection of gastrostomy
53642	9	Mechanical complication of gastrostomy
53649	9	Other gastrostomy complications
5368	9	Dyspepsia and other specified disorders of function of stomach
5369	9	Unspecified functional disorder of stomach
5370	9	Acquired hypertrophic pyloric stenosis
5371	9	Gastric diverticulum
5372	9	Chronic duodenal ileus
5373	9	Other obstruction of duodenum
5374	9	Fistula of stomach or duodenum
5375	9	Gastroptosis
53781	9	Pylorospasm
53782	9	Angiodysplasia of stomach and duodenum without mention of hemorrhage
53783	9	Angiodysplasia of stomach and duodenum with hemorrhage
53784	9	Dieulafoy lesion (hemorrhagic) of stomach and duodenum
53789	9	Other specified disorders of stomach and duodenum
5379	9	Unspecified disorder of stomach and duodenum
538	9	Gastrointestinal mucositis (ulcerative)
53901	9	Infection due to gastric band procedure
53909	9	Other complications of gastric band procedure
53981	9	Infection due to other bariatric procedure
53989	9	Other complications of other bariatric procedure
5400	9	Acute appendicitis with generalized peritonitis
5401	9	Acute appendicitis with peritoneal abscess
5409	9	Acute appendicitis without mention of peritonitis
541	9	Appendicitis, unqualified
542	9	Other appendicitis
5430	9	Hyperplasia of appendix (lymphoid)
5439	9	Other and unspecified diseases of appendix
55000	9	Inguinal hernia, with gangrene, unilateral or unspecified (not specified as recurrent)
55001	9	Inguinal hernia, with gangrene, unilateral or unspecified, recurrent
55010	9	Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified (not specified as recurrent)
55011	9	Inguinal hernia, with obstruction, without mention of gangrene, unilateral or unspecified,recurrent
55012	9	Inguinal hernia, with obstruction, without mention of gangrene, bilateral (not specified as recurrent)
55013	9	Inguinal hernia, with obstruction, without mention of gangrene, bilateral, recurrent
55090	9	Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified (not specified as recurrent)
55091	9	Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent
55092	9	Inguinal hernia, without mention of obstruction or gangrene, bilateral (not specified as recurrent)
55093	9	Inguinal hernia, without mention of obstruction or gangrene, bilateral, recurrent
55100	9	Femoral hernia with gangrene, unilateral or unspecified (not specified as recurrent)
5511	9	Umbilical hernia with gangrene
55120	9	Ventral hernia, unspecified, with gangrene
55121	9	Incisional ventral hernia, with gangrene
5513	9	Diaphragmatic hernia with gangrene
5518	9	Hernia of other specified sites, with gangrene
5519	9	Hernia of unspecified site, with gangrene
55200	9	Femoral hernia with obstruction, unilateral or unspecified (not specified as recurrent)
55201	9	Femoral hernia with obstruction, unilateral or unspecified, recurrent
5521	9	Umbilical hernia with obstruction
55220	9	Ventral, unspecified, hernia with obstruction
55221	9	Incisional ventral hernia with obstruction
55229	9	Other ventral hernia with obstruction
5523	9	Diaphragmatic hernia with obstruction
5528	9	Hernia of other specified sites, with obstruction
5529	9	Hernia of unspecified site, with obstruction
55300	9	Femoral hernia without mention of obstruction of gangrene, unilateral or unspecified(not specified as recurrent)
55302	9	Femoral hernia without mention of obstruction or gangrene, bilateral (not specified as recurrent)
55303	9	Femoral hernia without mention of obstruction or gangrene, bilateral,recurrent
5531	9	Umbilical hernia without mention of obstruction or gangrene
55320	9	Ventral, unspecified, hernia without mention of obstruction or gangrene
55321	9	Incisional hernia without mention of obstruction or gangrene
55329	9	Other ventral hernia without mention of obstruction or gangrene
5533	9	Diaphragmatic hernia without mention of obstruction or gangrene
5538	9	Hernia of other specified sites without mention of obstruction or gangrene
5539	9	Hernia of unspecified site without mention of obstruction or gangrene
5550	9	Regional enteritis of small intestine
5551	9	Regional enteritis of large intestine
5552	9	Regional enteritis of small intestine with large intestine
5559	9	Regional enteritis of unspecified site
5560	9	Ulcerative (chronic) enterocolitis
5561	9	Ulcerative (chronic) ileocolitis
5562	9	Ulcerative (chronic) proctitis
5563	9	Ulcerative (chronic) proctosigmoiditis
5564	9	Pseudopolyposis of colon
5565	9	Left-sided ulcerative (chronic) colitis
5566	9	Universal ulcerative (chronic) colitis
5568	9	Other ulcerative colitis
5569	9	Ulcerative colitis, unspecified
5570	9	Acute vascular insufficiency of intestine
5571	9	Chronic vascular insufficiency of intestine
5579	9	Unspecified vascular insufficiency of intestine
5581	9	Gastroenteritis and colitis due to radiation
5582	9	Toxic gastroenteritis and colitis
5583	9	Allergic gastroenteritis and colitis
55841	9	Eosinophilic gastroenteritis
55842	9	Eosinophilic colitis
5589	9	Other and unspecified noninfectious gastroenteritis and colitis
5600	9	Intussusception
5601	9	Paralytic ileus
5602	9	Volvulus
56031	9	Gallstone ileus
56032	9	Fecal impaction
56039	9	Other impaction of intestine
56081	9	Intestinal or peritoneal adhesions with obstruction (postoperative) (postinfection)
56089	9	Other specified intestinal obstruction
5609	9	Unspecified intestinal obstruction
56200	9	Diverticulosis of small intestine (without mention of hemorrhage)
56201	9	Diverticulitis of small intestine (without mention of hemorrhage)
56202	9	Diverticulosis of small intestine with hemorrhage
56210	9	Diverticulosis of colon (without mention of hemorrhage)
56211	9	Diverticulitis of colon (without mention of hemorrhage)
56212	9	Diverticulosis of colon with hemorrhage
56213	9	Diverticulitis of colon with hemorrhage
56400	9	Constipation, unspecified
56401	9	Slow transit constipation
56402	9	Outlet dysfunction constipation
